brand,details,name,price,product_type,shades
Phildar,"51% Cotton 49% Polyamide, 1.8oz",Phildar Phil Pima,8.5000,Yarns,"
                            3 shades"
Stylecraft,"100% Polyester, 3.5oz",Stylecraft Pearls,4.8930,Yarns,"
                            5 shades"
Berroco,"40% Alpaca 40% Mohair 20% Nylon, 3.5oz",Berroco Artesia,27.0000,Yarns,"
                            3 shades"
Red Heart US,7.1oz,Red Heart Fleece Hugs,11.3500,Yarns,"
                            6 shades"
Sirdar Snuggly,"100% Polyester, 1.8oz",Sirdar Snuggly Snowflake Chunky 50g,4.6500,Yarns,"
                            10 shades"
Phildar,"100% Polyamide, 1.8oz",Phildar Phil Romance,4.5900,Yarns,"
                            2 shades"
Cloudborn,"100% Alpaca, 1.8oz",Cloudborn Alpaca Sport - Ball,10.0000,Yarns,"
                            7 shades"
Cloudborn,"100% Wool, 1.8oz",Cloudborn Highland Sport,6.0000,Yarns,"
                            4 shades"
Cloudborn,"80% Merino Wool 20% Baby Alpaca, 1.8oz",Cloudborn Merino Alpaca Sport,9.0000,Yarns,"
                            9 shades"
Cloudborn,1.8oz,Cloudborn Alpaca Worsted,10.0000,Yarns,"
                            5 shades"
Cloudborn,3.5oz,Cloudborn Limited Edition Wool Worsted,8.0000,Yarns,"
                            9 shades"
Cloudborn,"100% Alpaca, 1.8oz",Cloudborn Alpaca DK,7.5000,Yarns,"
                            3 shades"
Bluprint,,Bluprint Cascading Fringe Wall Hanging Kit,70.0000,Kits,
Juniper Moon Farm,"100% Wool, 3.5oz",Juniper Moon Farm Patagonia,14.9500,Yarns,"
                            20 shades"
Universal Yarn,"85% Cotton 15% Polyester, 7.1oz",Universal Yarn Clean Cotton BIG,9.9900,Yarns,"
                            16 shades"
Sirdar,"98% Acrylic 2% Polyester, 3.5oz",Sirdar Mystical,10.2500,Yarns,"
                            5 shades"
Rico,"49% Cotton 46% Acrylic 5% Polyester, 1.8oz",Rico Creative Lazy Hazy Summer Cotton DK,6.5000,Yarns,"
                            12 shades"
The Yarn Collective,"100% Merino Wool, 17.6oz",The Yarn Collective Bloomsbury DK 5 Ball Value Pack,109.9500,Yarns,"
                            12 colorways"
Stylecraft,"80% Acrylic 20% Wool, 14.1oz",Stylecraft Special Aran with Wool Nepp,14.9900,Yarns,"
                            10 shades"
Katia,"100% Linen, 1.8oz",Katia Lino 100%,8.9500,Yarns,"
                            9 shades"
DMC,1.8oz,DMC Natura Just Cotton,5.7500,Yarns,"
                            50 shades"
King Cole,"100% Merino Wool, 1.8oz",King Cole Luxury Merino DK,6.4900,Yarns,"
                            9 shades"
Valley Yarns,17.6oz,Valley Yarns Superwash DK 10 Ball Value Pack,69.9000,Yarns,"
                            25 colorways"
Lion Brand,"100% Acrylic, 7.1oz",Lion Brand Schitt's Creek Yarn,9.9900,Yarns,"
                            8 shades"
Debbie Bliss,"55% Wool 33% Acrylic 12% Cashmere, 30oz",Debbie Bliss Baby Cashmerino Bhooked Large Poncho 17 Ball Color Pack,161.3300,Yarns,"
                            3 colorways"
Stylecraft,"100% Acrylic, 77.6oz",Queen Blanket Large Size by Tinna Thorvaldar - Stylecraft Special DK 22 Ball Colour Pack,69.3000,Yarns,"
                            3 colorways"
Regia,"75% Wool 25% Polyamide, 3.5oz",Regia 4ply Potpourri,9.9900,Yarns,"
                            6 shades"
James C. Brett,"100% Acrylic, 7.1oz",James C. Brett Marble Chunky,13.9900,Yarns,"
                            63 shades"
King Cole,"77% Cotton 23% Silk, 1.8oz",King Cole Finesse Cotton Silk DK,3.9900,Yarns,"
                            10 shades"
Stylecraft,"100% Acrylic, 42.3oz",Queen Blanket Small Size by Tinna Thorvaldar - Stylecraft Special DK 12 Ball Colour Pack,37.8000,Yarns,"
                            3 colorways"
Cloudborn,"50% Alpaca 50% Wool, 1.8oz",Cloudborn Alpaca and Highland Naturals,9.0000,Yarns,"
                            8 shades"
King Cole,"97% Acrylic 3% Polyester, 3.5oz",King Cole Glitz DK,4.9900,Yarns,"
                            5 shades"
Debbie Bliss,"100% Merino Wool, 17.6oz",Debbie Bliss Donegal Luxury Tweed Aran 10 Ball Value Pack,108.0000,Yarns,"
                            15 colorways"
Euro Yarns,3.5oz,Euro Yarns Tinseltown,11.9500,Yarns,"
                            22 shades"
Debbie Bliss,"55% Wool 33% Acrylic 12% Cashmere, 26.5oz",Debbie Bliss Baby Cashmerino Bhooked Small Poncho 15 Ball Color Pack,142.3500,Yarns,"
                            3 colorways"
King Cole,"100% Acrylic, 3.5oz",King Cole Baby Stripe DK,5.9900,Yarns,"
                            6 shades"
King Cole,"75% Acrylic 25% Wool, 3.5oz",King Cole Magnum Chunky,5.9900,Yarns,"
                            1 shade"
Fyberspates,"74% Alpaca 26% Silk, 0.9oz",Fyberspates Cumulus,8.5000,Yarns,"
                            14 shades"
King Cole,"100% Cotton, 1.8oz",King Cole Vogue DK,3.1000,Yarns,"
                            1 shade"
King Cole,3.5oz,King Cole Yummy,6.2500,Yarns,"
                            6 shades"
The Yarn Collective,"100% Merino Wool, 3.5oz",The Yarn Collective Bloomsbury DK,21.9900,Yarns,"
                            12 shades"
Debbie Bliss,8.8oz,Debbie Bliss Rialto DK 5 Ball Value Pack,49.9500,Yarns,"
                            34 colorways"
Berroco,"100% Cotton, 3.5oz",Berroco Pima 100,12.0000,Yarns,"
                            11 shades"
Paintbox Yarns,17.6oz,Paintbox Yarns Baby DK 10 Ball Value Pack,35.0000,Yarns,"
                            25 colorways"
Yarn and Colors,"100% Cotton, 1.8oz",Yarn and Colors Epic,2.9900,Yarns,"
                            78 shades"
Novita,"75% Wool 25% Polyamide, 3.5oz",Novita Nalle,7.9000,Yarns,"
                            8 shades"
Paintbox Yarns,"100% Acrylic, 10.6oz",Warm Up America Hat by Bhooked - Paintbox Yarns Simply Aran 3 Ball Color Pack,8.9700,Yarns,"
                            1 colorway"
West Yorkshire Spinners,"100% Wool, 3.5oz",West Yorkshire Spinners ColourLab,6.9930,Yarns,"
                            11 shades"
Sirdar,"48% Acrylic 34% Wool 18% Nylon, 1.8oz",Sirdar Girlfriend,8.2500,Yarns,"
                            5 shades"
Schachenmayr,"100% Cotton, 1.8oz",Schachenmayr Organic Cotton,4.4900,Yarns,"
                            20 shades"
Paintbox Yarns,"100% Cotton, 10.6oz",Paintbox Yarns Greta Thunberg Doll 6 Ball Color Pack,12.6000,Yarns,"
                            1 colorway"
West Yorkshire Spinners,"100% Wool, 1.8oz",West Yorkshire Spinners Bo Peep Pure,9.0000,Yarns,"
                            5 shades"
Yarn and Colors,"100% Cotton, 1.8oz",Yarn and Colors Favorite,2.7500,Yarns,"
                            35 shades"
Rowan,"46% Mohair 20% Merino Wool 24% Nylon 10% Polyester, 1.8oz",Rowan Patina,20.8905,Yarns,"
                            6 shades"
Paintbox Yarns,"75% Wool 25% Polyamide, 17.6oz",Paintbox Yarns Socks 5 Ball Value Pack,50.0000,Yarns,"
                            12 colorways"
Araucania,"100% Wool, 3.5oz",Araucania Tierra Del Fuego,18.9500,Yarns,"
                            9 shades"
Araucania,"50% Wool 50% Acrylic, 3.5oz",Araucania Sayi,14.9500,Yarns,"
                            5 shades"
Paintbox Yarns,"100% Cotton, 8.8oz",Paintbox Yarns Mollie The Bunny - Paintbox Yarns Cotton Aran 5 Ball Color Pack,11.3750,Yarns,"
                            3 colorways"
Premier Yarns,"100% Polyester, 3.5oz",Premier Yarns Parfait Chunky,3.6000,Yarns,"
                            53 shades"
Cloudborn,"80% Wool 20% Polyamide, 1.8oz",Cloudborn Highland Superwash Sock Twist,6.0000,Yarns,"
                            10 shades"
Cloudborn,"100% Wool, 3.5oz",Cloudborn Highland Fingering,11.0000,Yarns,"
                            9 shades"
Stylecraft,"100% Acrylic, 77.6oz",Stylecraft Letitia's Garden CAL in Special DK - City Garden - Large,69.3000,Yarns,"
                            1 colorway"
Stylecraft,"100% Acrylic, 42.3oz",Stylecraft Letitia's Garden CAL in Special DK - City Garden - Small,37.8000,Yarns,"
                            1 colorway"
Valley Yarns,"60% Merino Wool 40% Acrylic, 3.5oz",Valley Yarns Haydenville Bulky,7.9900,Yarns,"
                            20 shades"
Valley Yarns,"100% Merino Wool, 17.6oz",Valley Yarns Superwash Bulky 5 Ball Value Pack,57.4500,Yarns,"
                            24 colorways"
Valley Yarns,"100% Wool, 35.3oz",Valley Yarns Northampton 10 Ball Value Pack,74.9000,Yarns,"
                            35 colorways"
Bernat,2.8oz,Bernat Softee Chunky Ombres,4.4900,Yarns,"
                            4 shades"
Rico,"53% Cotton 35% Acrylic 12% Metallic, 1.8oz",Rico Fashion Cotton Metallise,4.5900,Yarns,"
                            3 shades"
Stylecraft,"50% Acrylic 50% Polyamide, 3.5oz",Stylecraft Wondersoft DK Сashmere Feel,5.5000,Yarns,"
                            8 shades"
Stylecraft,"100% Acrylic, 49.4oz",Stylecraft Special DK 14 Ball Color Pack - Carnaby by Katie Jones,44.1000,Yarns,"
                            1 colorway"
Rico,"100% Cotton, 6.7oz",Rico Creative Cotton Cord Skinny 3mm x 55m - Macrame,16.9900,Yarns,"
                            6 shades"
Hoooked,,Hoooked RibbonXL Avila Bag DIY Kit,28.9900,Kits,"
                            3 options"
Lana Grossa,"42% Alpaca 42% Virgin Wool 16% Polyamide, 1.8oz",Lana Grossa Nuvoletta,11.9900,Yarns,"
                            12 shades"
Debbie Bliss,"100% Cotton, 3.5oz",Debbie Bliss Cotton Denim DK,13.9500,Yarns,"
                            8 shades"
Lang Yarns,"68% Nylon 32% Silk, 1.8oz",Lang Yarns Cara,11.3905,Yarns,"
                            2 shades"
Bernat,"100% Polyester, 10.6oz",Bernat Crushed Velvet,12.9900,Yarns,"
                            8 shades"
Debbie Bliss,"100% Cotton, 17.6oz",Debbie Bliss Cotton Denim DK 5 Ball Value Pack,69.7500,Yarns,"
                            6 colorways"
Lang Yarns,"70% Wool 30% Acrylic, 1.8oz",Lang Yarns London,10.9900,Yarns,"
                            7 shades"
Lang Yarns,"72% Alpaca 16% Nylon 12% Wool, 1.8oz",Lang Yarns Malou Light Color,14.9900,Yarns,"
                            4 shades"
Stylecraft,"100% Acrylic, 60oz",Stylecraft Letitia's Garden CAL in Special DK - City Garden - Medium,53.5500,Yarns,"
                            1 colorway"
Lana Grossa,,Lana Grossa Ecopuno 22 Shawl 6 Ball Project Pack,89.9400,Kits,
Jade Sapphire,"58% Cashmere 42% Linen, 1.8oz",Jade Sapphire Sylph,42.0000,Yarns,"
                            5 shades"
MillaMia,17.6oz,MillaMia Naturally Soft Merino 10 Ball Value Pack,94.9000,Yarns,"
                            34 colorways"
Sirdar,1.8oz,Sirdar Caboodle,7.4900,Yarns,"
                            2 shades"
Rico,3.5oz,Rico Creative Silky Touch DK,5.9900,Yarns,"
                            12 shades"
Sirdar,"50% Wool 50% Acrylic, 3.5oz",Sirdar Country Classic Worsted,6.8000,Yarns,"
                            28 shades"
Valley Yarns,"60% Merino Wool 40% Acrylic, 17.6oz",Valley Yarns Haydenville 5 Ball Value Pack,39.9500,Yarns,"
                            27 colorways"
James C. Brett,3.5oz,James C. Brett Top Value DK,3.2900,Yarns,"
                            3 shades"
Cloudborn,"100% Alpaca, 1.8oz",Cloudborn Alpaca Fingering,7.5000,Yarns,"
                            6 shades"
Stylecraft,"100% Acrylic, 17.6oz",Stylecraft Special Aran 5 Ball Value Pack,14.9600,Yarns,"
                            50 colorways"
Paintbox Yarns,"50% Wool 50% Acrylic, 35.3oz",Paintbox Yarns Wool Mix Aran 10 Ball Value Pack,80.0000,Yarns,"
                            60 colorways"
Debbie Bliss,"100% Wool, 8.8oz",Debbie Bliss Donegal Luxury Tweed Aran 5 Ball Value Pack,57.4500,Yarns,"
                            14 colorways"
Paintbox Yarns,"100% Cotton, 7.1oz",Paintbox Yarns Meghan Markle Doll 4 Ball Color Pack,8.4000,Yarns,"
                            1 colorway"
Paintbox Yarns,"100% Cotton, 10.6oz",Paintbox Yarns Megan Rapinoe Doll 6 Ball Color Pack,12.6000,Yarns,"
                            1 colorway"
Stylecraft,"100% Acrylic, 45.9oz",Stylecraft Letitia's Garden CAL in Special DK - Cottage Garden - Small,40.9500,Yarns,"
                            1 colorway"
Stylecraft,"100% Acrylic, 70.5oz",Stylecraft Letitia's Garden CAL in Special DK - Cottage Garden - Medium,63.0000,Yarns,"
                            1 colorway"
Stylecraft,"100% Acrylic, 81.1oz",Stylecraft Letitia's Garden CAL in Special DK - Cottage Garden - Large,72.4500,Yarns,"
                            1 colorway"
Debbie Bliss,"50% Wool 50% Acrylic, 17.6oz",Debbie Bliss Merion 5 Ball Value Pack,50.0000,Yarns,"
                            12 colorways"
Debbie Bliss,"50% Wool 50% Acrylic, 35.3oz",Debbie Bliss Merion 10 Ball Value Pack,100.0000,Yarns,"
                            12 colorways"
Debbie Bliss,,Debbie Bliss Merion Anya Hat 2 Ball Project Pack,20.0000,Kits,"
                            6 options"
